;ID;SCREENAME;NTWT;NRT;NMENT
;314988565;@jgonzal3z;0;0;0
;391426975;@paisajes04;0;0;0
;413398902;@renatoleiva1;0;0;0
;66551424;@taxanatacha;0;0;0
;118829705;@missmonsemousse;1;0;0
;46375673;@cote_navarrete;0;0;0
;127879374;@phoenix0341;0;0;0
;1210294945;@flacocarloscc;0;0;0
;156673587;@kioskossanos;0;0;0
;254826377;@dropedrope00;0;0;0
;361631773;@nashio_armando;0;0;0
;602317344;@geng_han;0;0;0
;2236392705;@jlcastillo4772;0;0;0
;321955686;@camilarao;0;0;0
;542123840;@xlprincesss;0;0;0
;66922699;@err_gustavo;0;0;0
;477312159;@assasincblog;1;0;0
;149633937;@mauricio_pika;4;0;0
;47222973;@jbellville;0;0;0
;911437777;@soylmonse;0;0;0
;201408620;@kamii_moreno;0;0;0
;41192117;@joseignacio_a;0;0;0
;1131346182;@javieratorres_j;0;0;0
;855411289;@keviin_gmz;0;0;0
;168713030;@seremisalud_vi;0;0;0
;328772427;@marielamolina3;0;0;0
;2652062313;@agustinnahuel21;0;0;0
;349771989;@nicedograncagua;0;0;0
;4097671523;@1ercoloquiocsb;0;0;0
;156086571;@sanchezf13;0;0;0
;969003326;@danihuequelef;0;0;0
;143315270;@jorgegordillog;0;0;0
;622175547;@manriquezmaikel;0;0;0
;184658204;@silcarola;0;0;0
;1209326977;@juditaperez;0;0;0
;163781033;@jcidseguel;0;0;0
;454531077;@elincongnito;0;0;0
;2352117986;@nayarethnh;0;0;0
;361860971;@danielcanete;0;0;0
;109989030;@gustavosantiag;0;0;0
;393812239;@claudiimoller;0;0;0
;253246356;@loretitoale;0;0;0
;313061251;@gracy0912;0;0;0
;248714211;@cheetahservicio;0;0;0
;96645796;@marohefe;0;0;0
;549595270;@ji_juarez;0;0;0
;2235654028;@sebajohnsona;0;0;0
;92203516;@sandrinozg;0;0;0
;338654031;@k4rm4xx;0;0;0
;340030181;@mentailimon;2;0;0
;2290494913;@__sbstn;0;0;0
;1153882866;@succubare1;0;0;0
;27915911;@iharlen;2;0;0
;185370663;@enitorpcn;0;0;0
;476400160;@elrutafc;0;0;0
;583343644;@pedro75347549;0;0;0
;1708954784;@fabyconstand;0;0;0
;181751396;@cgtagle;0;0;0
;106297401;@myliamyli;0;0;0
;529550617;@cirecnews;0;0;0
;64206405;@a_caballero_;0;0;0
;4144001073;@reinobonus;0;0;0
;100392590;@klau_bjmr;1;0;0
;140263736;@anita_toro_;3;0;0
;151314769;@diromerocortes;0;0;0
;391694738;@fansspearsbrit;0;0;0
;64859651;@marcelapk;0;0;0
;1076985854;@carlicamii;0;0;0
;783691370;@ferbees;0;0;0
;450191607;@elcorazonalbo;0;0;0
;79376508;@chrisigfried;0;0;0
;301642326;@causacee;0;0;0
;1549784048;@cari_inostroza;0;0;0
;1014740244;@antofagastinos_;0;0;0
;774653610;@georginaveravil;0;0;0
;372241656;@fuentesarelluna;0;0;0
;195073969;@weird_lazy_girl;0;0;0
;1923419623;@minervagarrido;2;0;0
;2227110220;@marceloe_s;0;0;0
;217979271;@paulina_na;0;0;0
;118728404;@alejandrocerdaa;0;0;0
;3130404745;@lean__on;0;0;0
;1674557492;@fundpaliativos;0;0;0
;4188824357;@mariaolgatrish;0;0;0
;103744132;@coupeau;0;0;0
;803578428;@majonoemi;0;0;0
;2946263099;@belenabrahamer4;0;0;0
;2780819382;@cuye20;0;0;0
;168848311;@dockas103;0;0;0
;168921652;@teamchileanahi;0;0;0
;252268893;@longemen3000;1;0;0
;573289532;@michids;0;0;0
;273201268;@enzi_javier;0;0;0
;89837129;@lordwarlock;0;0;0
;596646521;@acmartinoli;0;0;0
;302414608;@gomezmarcelaa;0;0;0
;318636198;@kitot_t;0;0;0
;144010535;@kii_mi;0;0;0
;290680643;@cehum_aletheia;0;0;0
;3176642248;@klauatenas28;0;0;0
;1220491874;@puxeli;0;0;0
;4431464669;@angelgraff4life;0;0;0
;79625501;@nicolkidrauhl;0;0;0
;205019984;@camylockiita;0;0;0
;61537253;@diegodiazplaza;0;0;0
;410720301;@julio_zap;0;0;0
;1237664497;@katty_mmg;0;0;0
;52280660;@hichaguzman;3;0;0
;1905824497;@solecarcamo99;0;0;0
;477358631;@brendhitha1973;0;0;0
;142772054;@jaairoangel;0;0;0
;2414257521;@aleoyarzunz;0;0;0
;110812123;@zonorapoint;5;0;2
;994457232;@feliper09018142;0;0;0
;1080916903;@people_talkshh;1;0;0
;254220575;@caetalorda;0;0;0
;168323191;@ftorres_chile;0;0;0
;1578626684;@nascka;0;0;0
;160122325;@danicozzi;0;0;0
;205903718;@ednb1984;0;0;0
;316284353;@kalhypet;1;0;0
;209562103;@maipu_sinbasura;0;0;0
;970685052;@catalin40299458;0;0;0
;568594182;@maravenarios;0;0;0
;362273511;@julietamaureira;2;0;1
;705628195;@los_pellines;0;0;0
;39125294;@guidomsilva;0;0;0
;484316575;@masterpro27;0;0;0
;45048217;@leopaciaroni;2;0;0
;2562023458;@monillito;0;0;0
;316676389;@jonathansf85;0;0;0
;1376029844;@belenholcomb1;0;0;0
;304616829;@jpceatolei;0;0;0
;1202368080;@taniasantandern;0;0;0
;923542831;@valhentinana;16;0;0
;388039056;@connyyandreea;0;0;0
;521634839;@stgomakerspace;0;0;0
;460681064;@rox_torrs;0;0;0
;226329674;@saudejavu;0;0;0
;2241181213;@licita2209;0;0;0
;2195324702;@iefaaa1012;0;0;0
;3125220201;@alexandrarawr1;0;0;0
;368426150;@torralbapaola;0;0;0
;527687961;@prettysexylena;0;0;0
;152774919;@marianalt5;0;0;0
;3084924167;@vale_bnpatatona;0;0;0
;1092702998;@nerak_849;0;0;0
;891250988;@alebancf;0;0;0
;212647505;@miguelplana;1;0;0
;536763024;@britannyyfranco;0;0;0
;126938265;@maga_tello;0;0;0
;3312478198;@turismoloading;0;0;0
;2836450468;@omarvera53;0;0;0
;1046029500;@danielaclizama;2;0;0
;185355559;@alexisabsalom;0;0;0
;38222130;@manueldtp;0;0;0
;307959913;@9207gabriel;0;0;0
;2943201479;@savieer;0;0;0
;1377766657;@florenciatabilo;0;0;0
;173944257;@linapafer;0;0;0
;602148554;@valentinasepu19;0;0;0
;128434566;@agadropa;0;0;0
;308752412;@jakiestilo;0;0;0
;2820970641;@pia_criaturita;0;0;0
;136835721;@javiiera1234567;0;0;0
;3600580767;@giglicitao;0;0;0
;179765606;@koke_caca;0;0;0
;76834387;@jonateaguilera;0;0;0
;2257050762;@obrielh;0;0;0
;819972732;@ivette_63;0;0;0
;2789118528;@mret99;0;0;0
;945845756;@macarenacarcuro;0;0;0
;3866615847;@camitwi_sparkle;0;0;0
;33826831;@estebangr;0;0;0
;339954068;@15_ni;0;0;0
;2849338514;@undeadgameplays;0;0;0
;130608748;@claudita_1979_;0;0;0
;1591530469;@jannysextension;0;0;0
;314819399;@mickiyarcoiris;2;0;0
;1644465775;@joseosega;0;0;0
;2444353357;@jennycatalina7;0;0;0
;219318918;@joceball;0;0;0
;20030125;@nceroni;0;0;0
;444923174;@conyrd;0;0;0
;2285517074;@splashpiscinas;0;0;0
;217633256;@eurorientechile;0;0;0
;2962971376;@maty_reyes_11;0;0;0
;848044608;@helenybarkos;0;0;0
;163726887;@vanniaguerrero;1;0;0
;93507685;@javitasmile;0;0;0
;294833127;@caro_opazo;0;0;0
;56900195;@alvaroemeerre;0;0;0
;239904308;@luchito_locutor;0;0;0
;2722694921;@idkbieberbae;0;0;0
;88478494;@mauriciosaezo;7;0;0
;926861300;@belisepulveda;0;0;0
;3303482914;@puaaaaaahg;0;0;0
;326786356;@dantevils;1;0;0
;2765573758;@arieldavid1709;0;0;0
;1055741059;@conyhstpm;0;0;0
;3392164095;@mariajo73426630;0;0;0
;2340917270;@forma22;0;0;0
;436766617;@faniitaastudill;0;0;0
;191065191;@lichitoguerrero;0;0;0
;604026893;@chuncho_lf25;0;0;0
;165104298;@dy_talento;0;0;0
;566847325;@omar_chandia;0;0;0
;87484826;@daninohackett;0;0;0
;129373490;@franvalgrimm;0;0;0
;404230228;@25_karolyta;0;0;0
;119071735;@jcamuss;0;0;0
;3137081115;@joselinepilar;0;0;0
;737988043;@javi_ae17;0;0;0
;354593433;@gxxd_lips;0;0;0
;1496908975;@zurodrigiez;0;0;0
;1296967735;@rafaelarriola4;0;0;0
;66818970;@marcelo_vasquez;2;0;0
;2920582545;@jcarlos230677;0;0;0
;107444634;@erick_andana;0;0;0
;525902250;@pauli_ggt;0;0;0
;399025094;@pam_sw;0;0;0
;1115419224;@mariolapda;0;0;0
;107444681;@b_santander;16;0;0
;3073461239;@angelamunoza;0;0;0
;171072012;@chilewrestling;0;0;0
;168780536;@__t33fi__;1;0;0
;460506087;@tabitanavarro;1;0;0
;182658895;@sebagz_;0;0;0
;3703195516;@cattamathinson;0;0;0
;755194723;@pine_pc;0;0;0
;110510624;@jabyera13;0;0;0
;1391243804;@oscaras07;0;0;0
;540304756;@_belieberboy;0;0;0
;605946667;@eli_dote;0;0;0
;34485743;@vdiazvillegas;0;0;0
;125839556;@milin_lay;0;0;0
;159133726;@edurivas81;5;0;0
;120176178;@cotefields;0;0;0
;389908326;@raul_gsxr;0;0;0
;3174842537;@gonito2014;0;0;0
;65050880;@claudio_mcv;1;0;0
;3343723869;@angelap99795049;0;0;0
;88754635;@bernilina;0;0;0
;240018576;@bieberviky;0;0;0
;2238374443;@conystaciaholy;0;0;0
;1916218530;@kikeosorio31;0;0;0
;92659342;@fau_uchile;0;0;0
;4269924257;@madremontechile;0;0;0
;39201431;@jairoochoa;0;0;0
;889995889;@braulio_andres_;0;0;0
;485950059;@jackrojas17;0;0;0
;289724308;@jaque_36;0;0;0
;1909562000;@nicolegaraym;0;0;0
;734144240;@darwinuc82;0;0;0
;789801037;@ulloazamorano;0;0;0
;2373844369;@zona_lacustre;0;0;0
;159584010;@jaaaicarli;0;0;0
;558094340;@aochoa_h;0;0;0
;363590012;@humanistalaico;0;0;0
;172328960;@lucadorador;0;0;0
;2763754330;@mairariri;0;0;0
;2259452549;@matasseguel;0;0;0
;262736224;@emsafa;0;0;0
;223163605;@kingerous;1;0;0
;1255168962;@luisosvaldosanc;0;0;0
;164065697;@ricardo_d15;1;0;0
;2450513190;@glitterylu;0;0;0
;2722643799;@rsaldiash;0;0;0
;107661261;@kharlosth;0;0;0
;902109439;@angieebaez18;0;0;0
;124036367;@dadipalta;0;0;0
;232200607;@duran_pablo;0;0;0
;368056481;@yoyito_riquelme;0;0;0
;313693345;@x_mannu;0;0;0
;378767666;@christiansmaall;0;0;0
;3125846777;@antotslover;0;0;0
;553562598;@enfermeriajw;5;0;0
;56443137;@ahnaranjo;0;0;0
;2211291264;@ramonalvareza;1;0;0
;357763360;@1313_diaz;0;0;0
;368088041;@marcelofernan49;0;0;0
;822487525;@claudia02182910;0;0;0
;3008571310;@niallbaaeee;0;0;0
;46190780;@lacamidrago;8;0;0
;67955282;@seb_mg;0;0;0
;2958840808;@yakeyaya1988;0;0;0
;134659362;@camn1971;1;0;0
;835414446;@ingrids10982261;0;0;0
;123072915;@veve799;0;0;0
;231185913;@dafneavendano;0;0;0
;4275088282;@thaisaccesories;0;0;0
;353756534;@s_lillo_aliste;0;0;0
;144554211;@jonathanxoco;0;0;0
;241873665;@the_ale22;0;0;0
;1348478514;@enterate_cl;0;0;0
;338640827;@lorenaquintana5;0;0;0
;196759242;@x_ole;0;0;0
;419839018;@lanesteban;0;0;0
;156909376;@jovide_le;0;0;0
;2499450162;@macarenamorgsdo;0;0;0
;2276027265;@carlithosmunozz;0;0;0
;78309376;@pameazocar;0;0;0
;321779537;@kanonbulla77;4;0;0
;119575613;@roxanaquezada;0;0;0
;2811113943;@bocaserena;0;0;0
;134606887;@netodili;0;0;0
;236642654;@fdo_vergara_s;0;0;0
;368425273;@exiwelcoros;0;0;0
;382749643;@maculjoven;0;0;0
;117206923;@skarlitacp;0;0;0
;706448911;@christopherpao1;0;0;0
;946784869;@cecilia_churata;1;0;0
;46250504;@kartam;0;0;0
;126334996;@valmefe;6;0;0
;211980943;@elcidcampadeor;0;0;0
;256809925;@edonoico;19;0;1
;1183930694;@fernando4620310;0;0;0
;88083335;@pablolechon;0;0;0
;2873616849;@mezaruly;0;0;0
;1225556864;@stekelebmurg;0;0;0
;624423297;@isidorra;0;0;0
;272740418;@dsocial_xii;0;0;0
;919095422;@valdy_freiree;0;0;0
;1687589642;@wallefunk;0;0;0
;557291078;@loretouribe1;0;0;0
;374873117;@puqapizhuqa;0;0;0
;356458923;@_m4nu_xd;0;0;0
;305841424;@jbaezrodriguez;0;0;0
;2862272620;@cesar29pro;0;0;0
;2180024381;@cesaralfonsin1;0;0;0
;32435475;@enteraio;0;0;0
;217201653;@p_mebus;0;0;0
;2700624886;@danielalvarezii;0;0;0
;390468758;@jeannettellanos;2;0;0
;96180034;@anitharg;1;0;0
;1538973174;@jmferna1;0;0;0
;2604451053;@asec0ndglance;0;0;0
;2845847075;@www_mesina;0;0;0
;109974858;@castroretamales;3;0;0
;4116066257;@karlitalobosl1;0;0;0
;180571463;@rigovarasm;0;0;0
;49811055;@ferni14;0;0;0
;168684637;@eliassfu;0;0;0
;1497360474;@dieg0snow;0;0;0
;151730022;@karenamf;3;0;0
;119356570;@danimaxb;0;0;0
;378078979;@smilegisse;0;0;0
;491659106;@ligakanto;0;0;0
;292898643;@fredyhenriquezm;0;0;0
;367799336;@patofuenzalidag;0;0;0
;1486562305;@denunciaspmontt;2;0;0
;151518158;@mongeles;0;0;0
;150833122;@_katiiitaa_;0;0;0
;3388322458;@charlyherrera_h;0;0;0
;468647883;@javitaxy;0;0;0
;185772526;@carlosalex3690;0;0;0
;150840592;@iamd1ego;0;0;0
;51127899;@hecamo;0;0;0
;60947055;@rogerancamil;1;0;0
;342500528;@guillermodaz1;0;0;0
;107208663;@naciortega;0;0;0
;3160993487;@altair_chile;0;0;0
;3292373086;@8765_rafaela;0;0;0
;1687541964;@rne_arica_xv;0;0;0
;302907845;@encinaalejandra;0;0;0
;253787598;@caccoduarte;0;0;0
;76671762;@besticita;0;0;0
;149148952;@lili_valencia;0;0;0
;1268785406;@martin93gb;0;0;0
;126846407;@sniper_azul;0;0;0
;508227159;@pattytha_18;0;0;0
;3031251855;@maeinac;0;0;0
;114316177;@bunster666;0;0;0
;126060965;@tonica01;0;0;0
;1120362985;@nayiimelisa;0;0;0
;487943709;@david_rozas_;0;0;0
;2245855525;@lucyesperaa1d;0;0;0
;106006226;@angeliitaa20;0;0;0
;2345907332;@kdjlkjrltjj5;0;0;0
;939364850;@erikplazamedina;0;0;0
;3077375815;@xocaaa777;0;0;0
;393647562;@xylempola;0;0;0
;119832073;@fonsecaaac;0;0;0
;3364263112;@francisca_tran;0;0;0
;1369427678;@angeliccall;0;0;0
;322034725;@walterdouglas09;0;0;0
;97235073;@clacid;0;0;0
;2189291053;@fervonechi;0;0;0
;164573950;@valbelen;0;0;0
;596794410;@nessaandrea15;0;0;0
;248932227;@jeanpaul_lays;0;0;0
;79585943;@m_angeles_o;0;0;0
;1056374576;@gtk2_19;0;0;0
;284231596;@psicotrujillo;0;0;0
;367543304;@victor_trombert;0;0;0
;440366945;@diegoev7;0;0;0
;342499848;@lucasvega4;0;0;0
;183623648;@ganalealtoro;0;0;0
;375841251;@raulcastro34;0;0;0
;125197370;@the_fko;0;0;0
;2176537334;@taamipayne;0;0;0
;317868549;@kamal_cumsille;0;0;0
;147085316;@gabrielfcaceres;0;0;0
;483522228;@sofii_fer_63;0;0;0
;348900367;@phiipe93;0;0;0
;2866243553;@lissie_hi;0;0;0
;965978012;@_steffi_mendez;0;0;0
;306008120;@lamoniu;0;0;0
;95054325;@patocif;0;0;0
;447565434;@mpazvrw;0;0;0
;238596853;@grupoprioridad;0;0;0
;1589838313;@assassinlucario;0;0;0
;355606232;@javiserranomp;0;0;0
;75934228;@pau_polilla;0;0;0
;91349589;@patocartes;1;0;0
;460059922;@larizajessica;0;0;0
;101571540;@karlamm3;3;0;0
;32264578;@rne_149;1;0;0
;3010749561;@fuknightz;0;0;0
;2626610720;@aaronposas;0;0;0
;141201268;@kaancahu;0;0;0
;611090976;@constanzafrr;0;0;0
;96881524;@mancillalazcano;0;0;0
;2864125673;@williamsdeni;0;0;0
;3905201672;@provipreviene;0;0;0
;1195648129;@caaritogallegos;0;0;0
;118126947;@valee_contreras;0;0;0
;121620623;@maldokano;0;0;0
;2373912103;@f93f334f90d949e;0;0;0
;129965789;@depirque;0;0;0
;288608394;@ricardopoblete1;0;0;0
;445258670;@jazlsms1;0;0;0
;535550828;@agusmellazap;0;0;0
;2724878343;@andresitho_03;0;0;0
;117445372;@banzhuu;0;0;0
;129578174;@caamilaandreea;2;0;0
;144769123;@ll_tosh_ll;0;0;0
;2675500580;@loreepuntito;0;0;0
;623482773;@futbolchile24x7;0;0;0
;1090598384;@mvelasquez95;0;0;0
;158851800;@tobalnico;0;0;0
;863858851;@rafaell39024330;0;0;0
;149197410;@paitopolo;0;0;0
;3042859611;@marambii_nicole;0;0;0
;123939033;@luis_lhh_dbm;0;0;0
;1380613849;@juanito_mora16;0;0;0
;2916716325;@betoplak;0;0;0
;3906439393;@javieravohs;0;0;0
;106100213;@morajamett;0;0;0
;738046656;@sofiaa_ramirez;0;0;0
;316795970;@gabrielarahab;0;0;0
;3170116629;@soulfly2116;0;0;0
;2915730550;@jobrequem;0;0;0
;371012668;@publigrafpmontt;0;0;0
;102560301;@rexy_sexy_1313;0;0;0
;267286694;@jekajsb;0;0;0
;2234209293;@paramorecata;0;0;0
;607695954;@natha_cancino;0;0;0
;3913141047;@barsbycl;0;0;0
;78026826;@jovhitach;0;0;0
;86825795;@gomezvergara;0;0;0
;4502595694;@paulagatica1986;0;0;0
;1633903776;@javikpop16;0;0;0
;1289640463;@catalinagracie2;0;0;0
;118105847;@jorgefernandop;0;0;0
;222332220;@catoforest;0;0;0
;179372974;@podernegociador;0;0;0
;173497496;@ffdosanchez;0;0;0
;369168495;@franizavmoncada;0;0;0
;118771517;@magdapino;0;0;0
;134649331;@patron0001;0;0;0
;274213876;@vulpecu;0;0;0
;348680368;@kaatherineveliz;0;0;0
;220857913;@soymuylolein;0;0;0
;3341821925;@babycabrolier27;1;0;0
;326942122;@jorge_febre;0;0;0
;963345631;@santaamaliapolo;0;0;0
;603236779;@andreavidela69;0;0;0
;340617552;@n_alee;0;0;0
;585522887;@erik2930;0;0;0
;782032014;@maca_pegicorn;1;0;0
;3321027503;@josheigna;0;0;0
;1325655402;@lulucero2013;0;0;0
;840664147;@isi_bellobieber;0;0;0
;2877156340;@electra_max;0;0;0
;353342249;@darkar619;0;0;0
;790417010;@xamakitoel;0;0;0
;29325576;@imkaaato;1;0;0
;100492043;@ko0ke;0;0;0
;251200995;@j_suarez17;0;0;0
;1049605548;@luchozunigaq;0;0;0
;800845500;@savkapacheco;0;0;0
;2440057932;@beutifull_gelic;0;0;0
;64592301;@zatalxk;1;0;0
;368895759;@patricio_sierra;0;0;0
;468894117;@gregokaren;0;0;0
;1360981814;@clasehistoria_;0;0;0
;278025191;@lhapamefarias;0;0;0
;103979542;@magia_azul;0;0;0
;26588764;@arrebol;1;0;0
;235130243;@paoladesananton;0;0;0
;3108273197;@agustinpesado;2;0;0
;981994814;@bayron183;0;0;0
;2155908278;@mariakotit;0;0;0
;278189097;@camyruize;1;0;0
;2365063921;@sebaperroud;0;0;0
;382297728;@lockilla_12;0;0;0
;257950854;@carakuadrada;0;0;0
;116918145;@juanjobravov;0;0;0
;1945127575;@sabbath_corpse;0;0;0
;159317229;@ccamposfutbol;0;0;0
;185977802;@gemavr;0;0;0
;229181259;@enller27;0;0;0
;157475557;@valentina_born;0;0;0
;233747684;@maiteiturriaga;2;0;1
;127333662;@nikki_tsuki;0;0;0
;4093454657;@aventuraliteral;0;0;0
;3401589051;@glooria_glooria;0;0;0
;300505370;@luapiolaza;1;0;0
;592914241;@carlos_jppd;0;0;0
;187693644;@rozalo69;0;0;0
;1447733809;@constanza5544;0;0;0
;2155979628;@ntcrvirtual;0;0;0
;102735413;@tuborockdesign;1;0;0
;1263283508;@maximilianoo24;0;0;0
;122075348;@chicalop;0;0;0
;3363656212;@medios_agencia;0;0;0
;2959376927;@jotadejose1;0;0;0
;169649331;@enalmi23;0;0;0
;58312013;@_carloncho;0;0;0
;279774966;@mylordburgers;0;0;0
;2974591589;@constanzatoro21;0;0;0
;96183518;@jdehays;0;0;0
;147016031;@gonfarval;0;0;0
;74520924;@pvpchile;0;0;0
;234237657;@pabloandrestv;5;0;0
;154392309;@jony_gutural;0;0;0
